Nombre,Precio,Valoracion,Tienda,Fecha,componente
Corsair CX750 750 W 80 Plus Bronze,64.95,,PcComponentes,2026-04-15,fuentes-alimentacion
Corsair RMe Series RM850e ATX 3.1 PCIe 5.1 850W Cybenetics 80 Plus Gold Modular Blanca,109.99,,PcComponentes,2026-04-15,fuentes-alimentacion
MSI MAG A650BN 650W 80 Plus Bronze,57.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Nox Extreme Urano Pro 550W 80 Plus Bronze PFC Activo,31.25,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación NOX 850W 80 PLUS Bronze Urano PRO White ventilador silencioso,62.9,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentacion Nox 650W Certificacion 80 PLUS Bronze Urano PRO White ultra silenciosa,40.9,,PcComponentes,2026-04-15,fuentes-alimentacion
Corsair RMx Series RM850x PCIe 5.1 ATX 3.1 850W 80 Plus Gold Modular,132.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentacion NOX 750W 80 Plus Bronze Urano PRO White extras cables extralargos,46.98,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentacion MSI 1000W 80 Plus Gold MAG A1000GL Modular ATX 3.1 PCIe 5.1,135.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Nfortec Scutum X 850W 80 Plus Bronze Semi Modular,119.95,,PcComponentes,2026-04-15,fuentes-alimentacion
Nfortec Sagitta X2 PCIe 5.1 ATX 3.1 1000W 80 Plus Gold Full Modular,203.95,,PcComponentes,2026-04-15,fuentes-alimentacion
Nfortec Sagitta X2 PCIe 5.1 ATX 3.1 750W 80 Plus Gold Full Modular,149.96,,PcComponentes,2026-04-15,fuentes-alimentacion
Forgeon Bolt PSU 1000W 80+ Gold Full Modular Blanca,129.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Corsair RMe Series RM650e ATX 3.1 PCIe 5.1 650W Cybenetics 80 Plus Gold Modular,83.95,,PcComponentes,2026-04-15,fuentes-alimentacion
Corsair RMe Series RM1000e ATX 3.1 PCIe 5.1 1000W Cybenetics 80 Plus Gold Modular Blanca,139.9,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación HPE JL592A 450W para FlexFabric 5710 interna,1897.68,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
MSI MAG A850GL PCIE5 850W 80 PLUS Gold Modular,136.52,,PcComponentes,2026-04-15,fuentes-alimentacion
Nox Hummer 650W 80+ Bronze Modular,62.9,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación Corsair RM850x Shift 850W Gold Modular ATX 3.1 lateral,144.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación NZXT 750W 80+ Bronze PA-7B3BB-EU Ventilador 120mm,78.38,,PcComponentes,2026-04-15,fuentes-alimentacion
Corsair HXi Series HX1500i ATX 3.1 PCIe 5.1 1500W 80 Plus Platinum Modular,269.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Forgeon Reactor 1200W Cybenetics Gold ATX 3.1 PCIe 5.1 Full Modular Fuente de Alimentación Negra,128.99,,PcComponentes,2026-04-15,fuentes-alimentacion
NZXT C850 Gold ATX 3.1 PCIe 5.1 850W 80 Plus Gold Modular,139.9,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación Corsair RM1000x Shift 1000W Gold Modular ATX 3.1 ventilador ajustable,176.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Seasonic Core GX-650 V2 ATX3.1 PCIe 5.1 650W 80 Plus Gold Modular,90.5,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentacion Nox 850W 80+ Gold Hummer GDM Modular ATX 3.1 Ultra Silenciosa,93.9,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
NOX Hummer P 1000W Fuente PCIE 5.0 ATX 3.0 80 Plus Platinum,132.51,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentacion NOX 1000W Certificacion 80+ Gold Hummer GDM Modulares ATX 3.1 PCIe 5.1,100.9,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentacion Nox 1200W 80 Plus Gold Hummer GDM Modular ATX 3.1 PCIe 5.1,125.86,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación NOX Hummer GDM 750W Certificación 80 Plus Gold modular,79.99,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
MSI MAG A750GL PCIE5 750W 80 PLUS Gold Modular,134.0,"4,7/5",PcComponentes,2026-04-15,fuentes-alimentacion
NZXT C1200 Gold ATX 3.1 PCIe 5.1 1200W 80 Plus Gold Modular,159.15,"4,4/5",PcComponentes,2026-04-15,fuentes-alimentacion
Hiditec PSX500 Bulk Fuente de Alimentación 500W,16.99,"4,5/5",PcComponentes,2026-04-15,fuentes-alimentacion
Seasonic Core GX-850 V2 ATX3.1 PCIe 5.1 850W 80 Plus Gold Modular,128.01,"4,7/5",PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación NOX 650W Certificación 80 PLUS Bronze Urano PRO ventilador 120 mm,35.99,"4,5/5",PcComponentes,2026-04-15,fuentes-alimentacion
Tempest Pulse PSU 650W Cybenetics Silver ATX 3.1 Fuente de Alimentación Negra,45.99,,PcComponentes,2026-04-15,fuentes-alimentacion
MSI MAG A750GL PCIE5 II ATX 3.1 750W 80 Plus Gold Modular,99.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Forgeon Bolt PSU 850W 80+ Gold Full Modular Fuente de Alimentación Blanca,131.99,,PcComponentes,2026-04-15,fuentes-alimentacion
MSI MPG A850G PCIE5 850W 80 Plus Gold Full Modular,155.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación NOX Hummer GDM 750W Certificación 80 Plus Gold modular,79.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Seasonic Focus GX-850 ATX 3 PCIe 5.1 850W 80 Plus Gold Modular,149.69,,PcComponentes,2026-04-15,fuentes-alimentacion
Be Quiet! Pure Power 12 M 1200W 80 Plus Gold Modular,124.99,,PcComponentes,2026-04-15,fuentes-alimentacion
NZXT C1000 Gold ATX 3.1 PCIe 5.1 1000W 80 Plus Gold Modular,166.67,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación FSP HYPER 80+ PRO 550W Certificación 80 PLUS Bronze ATX,49.79,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Tacens Anima APB550B 550W 80 Plus Bronze,24.99,,PcComponentes,2026-04-15,fuentes-alimentacion
MSI MAG A550BN 550W 80 Plus Bronze,50.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación Thermaltake 850W 80 PLUS Gold ATX 3.1 Totalmente Modular,98.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Corsair RMx Series RM750x PCIe 5.1 ATX 3.1 750W 80 Plus Gold Modular,129.19,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación be quiet! 750W 80 PLUS Platinum Straight Power 12 Modular silenciosa PCIe 5.0,114.99,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación Gigabyte 650W 80 PLUS Silver ATX 3.0 PCIe 5.0 Blanca no modular,52.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación Corsair RM750x Shift 750W Gold modular Fan 140mm ATX 3.1,124.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Mars Gaming MPB750PSI Fuente Alimentación 750W ATX 3.1 PCIe 5.1 80 Plus Gold Negro,57.72,,PcComponentes,2026-04-15,fuentes-alimentacion
Corsair RMe Series RM750e ATX 3.1 PCIe 5.1 750W Cybenetics 80 Plus Gold Modular Blanca,99.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentacion Corsair HX1500i SHIFT 1500W Cybenetics Platinum modular iCUE LINK,315.89,,PcComponentes,2026-04-15,fuentes-alimentacion
Corsair RMe Series RM1200e ATX 3.1 PCIe 5.1 1200W Cybenetics 80 Plus Gold Modular,189.9,,PcComponentes,2026-04-15,fuentes-alimentacion
TooQ Ecopower II 500W SFX,19.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente alimentación be quiet! Pure Power 13 M 850W ATX 80 PLUS Gold modular negra,129.95,,PcComponentes,2026-04-15,fuentes-alimentacion
Tacens Anima APIII600 600W,18.13,,PcComponentes,2026-04-15,fuentes-alimentacion
Nox NX 650W,45.0,,PcComponentes,2026-04-15,fuentes-alimentacion
"Fuente de Alimentación be quiet! 750W 80 PLUS Bronze System Power 11 ATX, no modular",79.99,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentacion NOX 850W 80 PLUS Bronze Urano PRO Ventilador 120 mm Autovoltaje,54.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Seasonic Focus GX-1000 ATX 3 PCIe 5.1 1000W 80 Plus Gold Modular,176.95,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación Gigabyte 650W 80 PLUS Gold Modelo P650G Enfriamiento Activo,63.13,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación MSI 1250W 80PLUS Gold MPG A1250GS PCIE5 Modular Protecciones Avanzadas,142.14,,PcComponentes,2026-04-15,fuentes-alimentacion
Corsair CX550 550 W 80 Plus Bronze,54.95,,PcComponentes,2026-04-15,fuentes-alimentacion
Corsair HXi Series HX1200i ATX 3.1 PCIe 5.1 1200W 80 Plus Platinum Modular,241.0,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente Hiditec RL650 650W 80 Plus Bronze ATX No Modular Ventilador 120mm Cables Planos,50.99,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Seasonic Prime TX-1600 1600W 80 Plus Titanium Modular,499.56,,PcComponentes,2026-04-15,fuentes-alimentacion
Seasonic Core GX-750 V2 ATX3.1 PCIe 5.1 750W 80 Plus Gold Modular,106.89,,PcComponentes,2026-04-15,fuentes-alimentacion
Mars Gaming Mpb850psi Fuente Alimentación Full Modular Atx 850w 10 Años Garantía 80plus Gold Negro,67.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentacion NOX 1000W Certificacion 80+ Gold Hummer GDM Modulares ATX 3.1 PCIe 5.1,100.9,"4,3/5",PcComponentes,2026-04-15,fuentes-alimentacion
Seasonic Focus GX-750 ATX 3 PCIe 5.1 750W 80 Plus Gold Modular,127.95,"4,7/5",PcComponentes,2026-04-15,fuentes-alimentacion
Thermaltake Toughpower GF1 650W 80 Plus Gold Modular,99.14,"4,4/5",PcComponentes,2026-04-15,fuentes-alimentacion
Aerocool LUXPRORGB550M Fuente Alimentación Semi-modular RGB 550W 80plus Bronze +88%,44.58,"4,5/5",PcComponentes,2026-04-15,fuentes-alimentacion
Tempest PSU X 650W 80+ Bronze Modular Fuente de Alimentación Blanca,49.99,"4,6/5",PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación Aisens SFX 500W ATX 2.0 Protecciones OCP OVP Ventilador 80 mm Plata,16.99,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación Thermaltake 850W 80 PLUS Gold ATX 3.1 Totalmente Modular Blanca,103.47,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentacion Corsair HX1200i SHIFT 1200W Cybenetics Platinum modular digital iCUE LINK,259.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación GIGABYTE 750W 80 PLUS Bronze P750BS Protección avanzada PCI-E 6+2 Pin x4,66.19,,PcComponentes,2026-04-15,fuentes-alimentacion
UNYKAch Atilius 2.0 Black 750W 80 Plus Bronze,50.95,,PcComponentes,2026-04-15,fuentes-alimentacion
Seasonic Focus GX-850 White ATX 3 PCIe 5.1 850W 80 Plus Gold Modular,137.95,,PcComponentes,2026-04-15,fuentes-alimentacion
Gigabyte P550B 550W 80 Plus Bronze,52.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación MSI MAG A750BN PCIE5 II 750W 80 PLUS Bronze no modular,76.99,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Tacens Anima APIII750 Fuente Alimentación ATX 750W 85% Bronze Ventilador 12cm Negro,29.9,,PcComponentes,2026-04-15,fuentes-alimentacion
Gigabyte P650SS ATX 3.1 650W 80 Plus Silver,51.72,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentacion Cougar CGRVG-650 650W Certificacion 80 PLUS Bronze ATX Active PFC,59.99,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Adata XPG Pylon 650W 80 Plus Bronze,59.24,,PcComponentes,2026-04-15,fuentes-alimentacion
MSI MAG A650GL 650W 80 Plus Gold Modular,98.09,,PcComponentes,2026-04-15,fuentes-alimentacion
Aerocool LUXPRORGB650M Fuente Alimentación Semi-modular RGB 650W 80plus Bronze +88%,51.03,,PcComponentes,2026-04-15,fuentes-alimentacion
Mars Gaming MPIII550P Fuente Alimentación 550W Negra,27.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Tempest PSU PRO 750W 80+ Bronze Fuente de Alimentación Blanca,44.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación MSI 750W 80 PLUS Gold MAG A750GLS PCIE5 Modular Ventilador 135mm,151.99,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación Gigabyte UD750GM PG5 V2 750W 80 PLUS Gold modular PCIe Gen 5.1,89.59,,PcComponentes,2026-04-15,fuentes-alimentacion
UNYKAch Atilius 2.0 Black 650W 80 Plus Bronze,49.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentacion be quiet! 650W 80 PLUS Bronze System Power 11 ATX Ventilador 12 cm No Modular,69.99,,PcComponentes,2026-04-15,fuentes-alimentacion
MSI MAG A1250GL ATX 3.1 PCIe 5.1 1250W 80 Plus Gold Modular,179.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Mars Gaming MPB650SI ATX 650W 80 Plus Bronze Fuente de Alimentación,39.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Aisens ASPC-500ATX-SEO 500W ATX 2.0 Protecciones OCP/OVP/UVP/SC/OPP/OTP,16.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Corsair HXi Series HX1000i 1000W 80 Plus Platinum Modular,233.72,,PcComponentes,2026-04-15,fuentes-alimentacion
Nox Hummer GDX 750W PCIE 5.0 80 Plus Gold,87.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de alimentación be quiet! Pure Power 13 M 750W ATX 80 PLUS Gold Modular Negra,109.95,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación XPG 600W 80 PLUS Bronze PROBE BRONZE ATX v2.52 Condensadores 105°C,51.99,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de alimentación be quiet! Pure Power 13 M 1000W ATX 80 Plus Gold modular silenciosa,142.95,,PcComponentes,2026-04-15,fuentes-alimentacion
Mars Gaming Mpb850psi Fuente Alimentación Full Modular Atx 850w 10 Años Garantía 80plus Gold Blanco,67.99,,PcComponentes,2026-04-15,fuentes-alimentacion
MSI MPG A850GS PCIE5 ATX 3.1 PCIe 5.1 850W 80 Plus Gold Modular,142.82,,PcComponentes,2026-04-15,fuentes-alimentacion
MSI MEG Ai1300P PCIE5 1300W 80 Plus Platinum Full Modular,400.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación FSP Vita 850W Certificación 80 PLUS Gold ATX no modular,101.66,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación GIGABYTE 1000W 80 PLUS Gold UD1000GM PG5 V2 Modular PCIe Gen 5.1 ATX 3.1,120.59,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación XPG 750W 80 PLUS Gold Kyber ATX 3.0 Protección Avanzada No Modular,86.87,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Corsair SF750 750W SFX 80 Plus Platinum Modular,163.96,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación Aisens ASPC-500TFX-SEO 500W ATX 2.0 TFX protecciones avanzadas plata,19.0,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
UNYKAch Fuente de Alimentación ATX 500W,16.0,"4,5/5",PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación ASUS Pro WS 2200W Certificación 80 PLUS Platinum modular,594.23,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Thermaltake Toughpower GF 3 1200W PCIe Gen 5.0 80 Plus Gold Full Modular,211.85,"4,8/5",PcComponentes,2026-04-15,fuentes-alimentacion
Mars Gaming MPB750PSI Fuente Alimentación 750W ATX 3.1 PCIe 5.1 80 Plus Gold Blanco,58.56,"4,7/5",PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación Corsair HX1000i SHIFT 1000W Cybenetics Platinum Modular iCUE LINK,222.72,,PcComponentes,2026-04-15,fuentes-alimentacion
Seasonic Prime TX-1300 1300W 80 Plus Titanium Modular,429.97,,PcComponentes,2026-04-15,fuentes-alimentacion
Tooq Ecopower II TQEP-500SSE-O 500W,18.98,,PcComponentes,2026-04-15,fuentes-alimentacion
Mars Gaming Mpb1000sim Fuente Alimentación Modular Atx 3.1 1000w 80 Plus Gold Blanco,76.87,,PcComponentes,2026-04-15,fuentes-alimentacion
Be quiet Power Zone 2 1000W 80 PLUS Platinum Modular,159.95,,PcComponentes,2026-04-15,fuentes-alimentacion
Mars Gaming MPIII650 Fuente de Alimentación 650W,32.98,,PcComponentes,2026-04-15,fuentes-alimentacion
Mars Gaming MPB550SI ATX 550W 80 plus Bronze Fuente Alimentación,31.38,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación Be quiet! Dark Power 14 850W 80 PLUS Titanium modular,207.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentacion Seasonic SRP-CBC851 850 W 80 PLUS Bronze ATX,85.49,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Thermaltake Toughpower GF 3 1000W PCIe Gen 5.0 80 Plus Gold Full Modular,187.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Be Quiet! Straight Power 12 ATX 3.1 PCIe 5.1 1200W 80 Plus Platinum Modular,205.99,,PcComponentes,2026-04-15,fuentes-alimentacion
L-Link Fuente de Alimentación ATX 500W con Cable Incluido,15.98,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación XPG 850W 80 PLUS Gold CORE REACTOR II VE Modular ATX 3.1 12V-2x6,106.3,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación XPG 650W 80 PLUS Gold COREREACTOR II VE Modular ATX 3.1,94.0,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Tacens Anima APSIII500 SFX MATX 500W,18.98,,PcComponentes,2026-04-15,fuentes-alimentacion
L-Link Fuente de Alimentación ATX 500W,15.98,,PcComponentes,2026-04-15,fuentes-alimentacion
ASUS ROG Thor 1000P3 ATX 3.1 PCIe 5.1 1000W 80 Plus Platinum Modular,426.56,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
MSI MPG A1000G PCIE5 1000W 80 Plus Gold Full Modular,143.95,,PcComponentes,2026-04-15,fuentes-alimentacion
ASUS TUF Gaming 1000W ATX3.1 PCIe5.1 80 Plus Gold Modular,165.0,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación Zalman 800W 80 PLUS Bronze GV2SE Ventilador 12 cm ATX Negro,60.98,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación GIGABYTE 750W 80 PLUS Gold UD750GM PG5 V2 ICE Modular ATX 3.1 Blanca,103.83,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación MSI 1000W 80 PLUS Gold MAG A1000GLS PCIE5 Modular ATX FDB,204.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación MSI MAG A650GLS 650W 80 PLUS Gold modular PCIe 5.0,123.06,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Hiditec SF500 Fuente de Alimentación SFX 500W CircuitShield Ventilador 8cm Negra,19.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Tacens Anima Aptii500p Fuente Alimentación Tfx 500w Ultracompacta 85% Smd Ventilador 80mm Negro,17.99,,PcComponentes,2026-04-15,fuentes-alimentacion
CoolBox Basic 500GR 300W,19.12,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación XPG 650W Certificación 80+ Gold KYBER Protecciones Avanzadas ATX 3.0,97.74,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentacion Be quiet 450W 80 PLUS Bronze System Power 11 ATX no modular,62.36,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Gigabyte P750GM 750W 80 Plus Gold Full Modular,92.51,,PcComponentes,2026-04-15,fuentes-alimentacion
ASUS ROG STRIX 1000 PCIe 5.1 ATX 3.1 1000W 80 Plus Platinum Modular,249.9,,PcComponentes,2026-04-15,fuentes-alimentacion
Be quiet Power Zone 2 850W 80 PLUS Platinum Modular,139.95,,PcComponentes,2026-04-15,fuentes-alimentacion
MSI MPG A1000GS PCIE5 ATX 3.1 PCIe 5.1 1000W 80 Plus Gold Modular,149.4,,PcComponentes,2026-04-15,fuentes-alimentacion
Mars Gaming MPB750SI ATX 750W 80 plus Bronze Fuente Alimentación,46.98,,PcComponentes,2026-04-15,fuentes-alimentacion
Tacens Anima APB650 Fuente Alimentación ATX 650W 80plus Bronze 85% SMD DC-DC Ventilador 12cm Negro,36.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación MSI 850W 80+ Gold MAG A850GLS PCIE5 Modular ATX FDB Fan,154.9,,PcComponentes,2026-04-15,fuentes-alimentacion
Mars Gaming Mpb1000sim Fuente Alimentación Modular Atx 3.1 1000w 80 Plus Gold Negro,81.81,"4,6/5",PcComponentes,2026-04-15,fuentes-alimentacion
Corsair SF850 850W SFX 80 Plus Platinum Modular,179.99,"4,4/5",PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentacion Zalman 700W 80 PLUS Bronze ZM700-GV2SE Ventilador 12 cm ATX,54.99,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Nox Urano VX 750W 80+ Bronze 140MM PWM,67.9,"4,6/5",PcComponentes,2026-04-15,fuentes-alimentacion
Dell 450-AMJC Fuente de Alimentación para Servidor 700W 80 PLUS Titanium,517.44,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
NOX Hummer X Gold Edition 850W 80 Plus Gold Full Modular,129.91,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación XPG 1000W 80 PLUS Gold Totalmente Modular ATX 3.0 Protección avanzada,164.74,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Mars Gaming MPB550SI Fuente Alimentación ATX 550W 7 Años Garantía 80 Plus Bronze 90% Blanca,33.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Mars Gaming MPIII550P Fuente Alimentación 550W Blanca,27.0,,PcComponentes,2026-04-15,fuentes-alimentacion
Tacens RADIX ECO X 750 Fuente Alimentación ATX 750W 6 Años Garantía 87% SMD DC-DC AI-RPM FDB Negro,36.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Lian Li EDGE Gold EG0850G ATX 3.1 PCIe 5.1 850W 80 Plus Gold Modular,99.95,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación Asus 1200W Certificación 80 PLUS Platinum ROG THOR-1200P3-GAMING ATX Premium OLED Aura Sync,447.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación GIGABYTE 850W 80 PLUS Platinum AORUS ELITE P850W PCIe 5.0 Modular,138.69,,PcComponentes,2026-04-15,fuentes-alimentacion
Tacens Anima APIII850 850W,35.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Mars Gaming Mpb1000si Fuente Alimentación Pc Atx 1000w 7 Años De Garantía 80plus Gold 90% Negro,74.54,,PcComponentes,2026-04-15,fuentes-alimentacion
Mars Gaming Mpvu750sim Fuente Alimentación Modular Atx 750w 10 Años Garantía 80plus Silver Rojo,55.18,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación GIGABYTE 1000W 80 PLUS Platinum AORUS ELITE P1000W ICE Modular PCIe 5.0 ATX 3.0,185.06,,PcComponentes,2026-04-15,fuentes-alimentacion
Mars Gaming Mpze750sim Fuente Alimentación Modular Atx 750w 10 Años Garantía 80plus Silver Blanco,64.9,,PcComponentes,2026-04-15,fuentes-alimentacion
Mars Gaming Mpb850si Fuente Alimentación Atx 850w 7 Años Garantía 80plus Bronze 90% Blanco,60.98,,PcComponentes,2026-04-15,fuentes-alimentacion
Mars Gaming Mpb1000psi Fuente Alimentación Modular Atx 3.1 1000w 80 Plus Gold Negro,84.92,,PcComponentes,2026-04-15,fuentes-alimentacion
Coolbox CoolPower Fuente De Alimentación 750W Eficiencia 88% 80 Plus Bronze,56.99,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Tacens RADIX ECO X 850 Fuente Alimentación ATX 850W 6 Años Garantía 87% SMD DC-DC AI-RPM FDB Negro,44.99,,PcComponentes,2026-04-15,fuentes-alimentacion
ASUS ROG STRIX 1000P White Edition ATX 3.1 PCIe 5.1 1000W 80 Plus Platinum Modular,265.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Hiditec RL550 550W 80 Plus Bronze,38.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Mars Gaming Mpb650sim Fuente Alimentación Modular Atx 650w 7 Años Garantía 80plus Bronze Negro,51.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Mars Gaming Mpb1200psi Fuente Alimentación 1200w 80 Plus Gold 10 Años Garantía Negro,93.42,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación Zalman 600W Certificación 80 PLUS DecaMax Ventilador 120mm Negro,41.99,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
UNYKAch Fuente de Alimentación SFX 450W,18.95,,PcComponentes,2026-04-15,fuentes-alimentacion
ASUS ROG STRIX 1200P ATX 3.1 PCIe 5.1 1200W 80 Plus Platinum Modular,287.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Tacens Radix VII AG 800M 800W 80 Plus Silver Modular,63.98,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación TooQ TQHELIOS-750SP 750W 80 Plus Bronze silenciosa,46.98,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
MSI MAG A1000GL PCIE5 ATX 3.1 1000W 80 Plus Gold Modular,189.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación Keep Out ATX-600W 600W Certificación 80 PLUS Bronze modular,38.99,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación MSI MAG A650BN 650W Certificación 80 PLUS Bronze ATX,86.99,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Fuente de Alimentación Dell 450-AMIH 700W Certificación 80 PLUS Titanium Hot-Plug,478.99,N/A,PcComponentes,2026-04-15,fuentes-alimentacion
Tacens Radix VII AG 600W 80 Plus Silver Modular,51.99,,PcComponentes,2026-04-15,fuentes-alimentacion
Seasonic Focus GX-1000 White ATX 3 PCIe 5.1 1000W 80Plus Gold Modular,192.85,,PcComponentes,2026-04-15,fuentes-alimentacion
Tacens RADIX VII AG 700S Fuente Alimentación ATX 700W 10 Años Garantía 80plus Silver 87% Negro,49.01,,PcComponentes,2026-04-15,fuentes-alimentacion
